id,date,text,zero_shot_label,zero_shot_score
Michael,3/27/2023,Very fun game and interesting and works great just like the board game good job keep up the good work.,Gameplay and Controls,0.5058302879333496
Amanda L Goodner,9/19/2022,Fun very similar to the board game I enjoyed it. A little longer than my kids stayed focused on the game,Content and Length,0.39478859305381775
Jade Vine,7/17/2020,I click on the app and it just leaves me with a blank green screen! Not happy especially as I paid for it.,Value for Money,0.3242400586605072
twinkle fairy101,6/14/2023,It was great apart fromt he fact that when playing computer Vs you the computer will always win because it's rigged they'll say it's not but it is,Value for Money,0.25740957260131836
indu mathi,11/13/2023,Its a good game,Value for Money,0.3019319772720337
Micah DJ,1/9/2021,Boring and it requires a real money for you to enjoy the game. There are also many cheaters in the game.,Value for Money,0.5208962559700012
Evan KWIATKOWSKI,7/9/2022,"As a single player, I would like to be able to fast forward even faster than what the game allows.",Gameplay and Controls,0.2941451966762543
Chip May,2/6/2021,Not as good as the first one.Dont take long to play seems like it only takes 5 mins to play what a waste of money,Content and Length,0.5652305483818054
Lacy S,3/20/2023,Don't buy unless you want to pay over 6.00 for each of the different maps. I didn't realize it was only the one map. Waste of money.,Value for Money,0.5096040368080139
Shannon Matthews,8/26/2020,Very gun. Enjoy the graphics and the ability yo earn new clothes and vehicles.,Graphics and Visual Quality,0.5770283341407776
Terrie minecraft Anderson,9/5/2020,It's a great game BUTTTT it makes my phone over heat. Only. game I have ever had that dose it and no it's not because I have a bunch of stuff on my phone,Content and Length,0.2568073570728302
Katie Collins,12/12/2020,The graphics are beautiful and there are virtually no glitches!!!!,Graphics and Visual Quality,0.8035401701927185
Katy Nakaya,8/27/2023,Lame if you buy the game you only get the one basic map...not worth it,Value for Money,0.6827031970024109
Chris Forgrave,4/25/2021,I bought the fairytale land and only got to use it once? I paid 6 dollars to play the land once!,Value for Money,0.4224584698677063
Mary Morales,11/24/2020,Really guys I purchased both worlds on this game I went back to play today and it shows I never bought them. Someone better put them back on my game or refund my money,Value for Money,0.3072350323200226
Nichole Nelson,4/8/2023,Great way to pass time. Just wish I could play other worlds without having to pay extra money.,Value for Money,0.32757315039634705
Stuart Campbell,10/8/2021,Frozen at the end second game. To easy to win and short. Kind of a ripoff,Content and Length,0.32010242342948914
Adam Marshall,1/13/2023,"I bought the game but no matter what I did, I couldn't install it! I tried all of the methods but not a single one of them worked and I couldn't even get a damn refund",Value for Money,0.3022056818008423
April Johnson,12/10/2020,I love the game so does my 3 year old little girl. My 1 and half year old is trying to play the game as well now to.,Gameplay and Controls,0.49516531825065613
Candace H,8/11/2021,Horrible. No warning if you're prone to seizures due to medical epilepsy what a waste of money. Since I can't play after trying 4 times,Value for Money,0.3857809603214264
Sam Seite,7/16/2020,"Worth every penny. But hope for longer path, i feel it's too short",Value for Money,0.8530731201171875
Braydin Ulrey,9/29/2021,Good game but sucks that we gotta pay 5 dollars for a new board i would love to have fairytale kingdom at least some how work for a new board.,Value for Money,0.28279176354408264
ryan watt,1/4/2021,"How do you change player 2, 3 and 4 names? We can only change player 1 name. Love the game though!",Value for Money,0.22233515977859497
Andow Hike,6/21/2021,Great game. But need longer board spaces and variety gameplay on each world,Content and Length,0.5897913575172424
Jaideep Singh,8/24/2023,The best board style game in 3d graphics ever!!!,Graphics and Visual Quality,0.905526876449585
Bodhi Miller,7/11/2022,I like it more than the first one there is a little bit more to this one and like the other purchasable maps,Value for Money,0.6628820896148682
Keaton Denny,11/8/2021,Quality board game on mobile. I especially like the amount of replay ability. 5 stars,Value for Money,0.7026762962341309
Chai Yon Xing,8/22/2021,"Unable to online with friend, I don't know why, I just bought it But there online with friend button are transparent",Value for Money,0.3400292992591858
Kaedyn Carroll,10/4/2021,Would be a 5star if it wasn't the same map over and over if you want to buy all the maps then this game would be amazing 100% worth a 5star,Value for Money,0.8673713207244873
aaron Felde,7/9/2022,Every time I try and start an online match with friends and give them the room code it tells them invalid code. And then having them try and entering there room code it tells us the same message,Gameplay and Controls,0.4865610897541046
Rick Bethea,8/11/2023,I wish the action cards matched the board you are playing.,Gameplay and Controls,0.512051522731781
Azhar Rafiq,7/22/2020,Quite fun. But so little featured and so little customization. I got Bored easily..,Value for Money,0.397429496049881
Cassandra Harris,3/15/2021,Really fun!!I love that we can play with our friends and it is very interactive!,Gameplay and Controls,0.44052955508232117
GamingDragon86,11/26/2022,It won't let me log into my FB account so i can get my profile logged in. I paid money to this game. I want to be able to log in.,Value for Money,0.2842637002468109
Jim Greene,7/17/2020,"Have always loved game of life board and video games and love the new choices and gameplay, nice change. Good job guys",Gameplay and Controls,0.48922309279441833
Shirley wells,7/18/2020,Great game. The game of life has always been my favorite board game. The graphics and game play are great keep up the good work.,Graphics and Visual Quality,0.8480949997901917
Angela Barron,12/23/2020,"Old Classic with a modern themes. Worth my money, Love the game!",Value for Money,0.9414204955101013
Kerrie Wintzloff,5/10/2021,"Love this game, I have a suggestion maybe if you can add different worlds that would be good. Apart from that I love this game",Value for Money,0.2867515981197357
Bonnie Starick,2/12/2022,"Lots of fun and interactive. Love playing, never know if your going to win!",Gameplay and Controls,0.4854608476161957
Aaryn Presley,1/3/2021,"So far so good! Way different than the first, and doesn't crash yet! Very pleased!!",Gameplay and Controls,0.21689507365226746
Mr and Mrs Jackson,10/3/2020,Game keeps freezing at times and uninstalling and reinstalling doesn't help.,Value for Money,0.2314995676279068
Andrew Ott,8/20/2021,"Really fun app and we'll made but if you added a local play mode, it would be 5 stars!",Value for Money,0.4888444244861603
Tong Vang,2/21/2021,Many glitches to the game. Not worth paying the money for it. DO NOT BUY.,Value for Money,0.6654098629951477
Emma Beyea,10/8/2020,"Not enough to the game. It was too short, very little happened, couldn't buy a house or anything.",Content and Length,0.3830644488334656
Shsh Dhjdj,4/1/2022,Doesn't let you save your profile if app is deleted and I'm Still unable to play online despite purchasing multiple maps!,Content and Length,0.3259917199611664
Eduardo Duarte,2/22/2022,"I love this game so much it reminds me of the board game but this is way much better, I really felt like I was living my life, because of this game I feel like I know some of my goals in the future.",Gameplay and Controls,0.4663895070552826
maleah erwin,10/9/2020,Fun game but it gets boring after awhile I kind of wasted money on it you're better off buying the actual board game,Value for Money,0.6397924423217773
Michael Brooks,9/13/2020,"So much better than the first one, so many less server drops in the middle of play.",Value for Money,0.3450127840042114
Monique Henry,6/27/2022,"Great update to the original, yet keeps all of the features of the classic!",Value for Money,0.3909776210784912
Matthew Powell,1/4/2022,Pay for the game and then you have to pay for additional features.. total rip off,Value for Money,0.38080352544784546
Dan Caswell,4/25/2022,"It's a great family or couples game, light hearted not much thinking so you just spin and go for the ride",Gameplay and Controls,0.5565038919448853
Sue M,7/22/2022,My games keep freezing up. It's very annoying. A refund would ne nice,Value for Money,0.30707767605781555
Suzanne Hillyer,10/21/2022,I love this game so much I paid for all of it! It was a sale and I had already had two worlds. I literally play it daily lol!,Value for Money,0.7642106413841248
Clarissa Washington,6/11/2021,It was so amazing I enjoyed it. But can you guys add back where you count action again thanks,Gameplay and Controls,0.29070669412612915
