id,date,text
Erin Lindenmuth,7/16/2020,Wouldn't even load. Sat with a brown screen for 10 minutes. Kept closing and trying to reopen and nothing happened
Christine Furler,9/30/2020,Downloaded game for it to constantly freeze after each turn. Fun but too glitchy.
Rob Lecuyer,8/8/2020,Game is glitchy. When I should receive a book or heart it doesnt always give it. Will rate 5 star once fixed
DreamyCaku,7/15/2020,The quality of the game was smooth and there were a lot more options in the game. I really enjoyed playing the game totally worth the money spent on this.
GhostPhantasm,7/18/2020,"More improved, but the in app purchases ruin it. The get any of the cool additions you have to pay more."
Natalie Gambrill,8/7/2020,"Is fun, but board game needs to be longer and you have to be forced to purchase a house."
Sapphire Kennon,4/12/2022,Kinda upset tried to buy season bundle wont let me then made me update my game and upon re entering I had lost everything and it started me over.
Anthony Sullivan,4/13/2021,This game I thought would be fun but again with this woke generation they let you pick male female or Trans or whatever and you can marry between them and have kids yeah right male and female is normal anything else is mental illness. Even though I paid for it I will uninstall this garbage. Also even if it didn't have the mental ill trash making you buy the extras which is more than the game itself is pathetic no matter what the developers explain as the reason for it. It is still pathetic.
René Shaw,2/19/2021,"Always been a fan of the game, good version with nice inclusion for non traditional families and lifestyles."
Eric Nelsen,7/15/2020,"The Game of Life will always have a special place in my heart, but now part 2 takes Life to a whole new level of playing! I love this game!"
Jeannie Smithson,3/16/2021,Quite good but the games are long and you have to pay for a lot of unnecessary things like maps and profile pictures 😁👑
Jacquelin Garcia,2/20/2021,"This game reminds me so much of the regular game, but better. This game is so much fun and super addicting. I highly recommend this game. ☺️☺️☺️"
Katie Dodd,10/28/2021,"This game is so FREAKING stinking CUTE! I ♡ IT!. It is definitely worth the money & I will play it ALOT plus many other games that they also have created such as ""Clue"""
Megan Mecham,4/23/2021,Love this game. Love the variations. Love that money isn't the only goal. I can't figure out how to repay a loan though. Any help?
Peggy Adams,10/13/2021,I love playing this game it is really fun I play the original life board game with my stepkids and they love playing the game with me. I try to teach them the value of life.
Daniel Lee Smith,7/16/2020,Love love love this game!! The graphics and the controls is amazing!! Wayyy better than the first one.
Robert Hu,7/3/2023,Single player was fun.
Kirstin,7/15/2022,I love to play the board game but when Im by myself I can't play. This is a really good way to play the game when you're by yourself; I will play it often👍🏻
Spencer Hanks,11/15/2021,"This is a great game you can play with random people, with friends, and even with npc's!"
Suburban Hell,2/16/2022,Selling houses you're supposed to get 3 attempts but it automatically takes the first attempt every time.
Allison vugteveen,8/28/2020,I like the game but when u play vs the computer it doesnt put the star in the correct lucky number on the wheel or give its player the correct job
Shawn M,8/8/2022,Keeps telling us to update the game for multi-player. But there's no option to update on iPhone.
Retro Cowboy,9/23/2021,Really great game and fun. I rage quit a lot cause im a sour loser but it happens to the best of us. Great game over all.
Mary Ann Moran,1/30/2021,First game was ok but the second game wouldnt quit crashing. You also have to pay for other boards.
Hannah Bence,12/16/2020,I've played 3 games so far & all 3 have frozen up on me. Not sure it was worth the 4 bucks.
jason eric Hawkins,8/28/2020,"I love this game, but after a while of course it gets a little bland, & sometimes it runs a little slow, thank you all for this"
Sahil Saluja,11/25/2020,"Not even able to install... Download gets stuck at 98%, not facing download issue on any other app/game. I think I wasted my money."
Reiji Tayag,12/6/2020,"I watch my character for 10 minutes and guess what, it's level 45 already, this is for kids game, I'm looking for a grand chase pc type game on mobile but its hopeless, almost all are stupid auto play"
Sam yeknom,9/24/2022,"Love it! Totally worth having on my phone, I do pass & play a lot, but the online play is good too!"
Tamara Morgan,7/24/2020,"Amazing! The game is really fun to play, and I don't get bored. What really made me happy was the gender neutral options. 10/10"
Sharynthia Moore,4/22/2023,The fact that I paid for this is fine. But it's complete bs that you have to buy new boards!!!! Do better
Red Jet,1/4/2021,"This game is really good, worth the money and I am giving it a 4.5 star but I would change in to 5 Star if there was mini games like in the 1st game."
Carla Shupp,8/14/2020,"Game play is a little fun. All day nithing but freezing, can't finish a game."
Matt Fasano,2/20/2021,Its fun but it would be nice if the extra levels changed the board or added something extra to the game
Joseph Johnson,5/4/2022,I keep trying to play online and it say no internet connection I've re-download it restarted my phone everything. It's not working
Lacey MacKay,3/27/2021,Not worth it. Initially $7 and then you have to pay to unlock all other game boards
Jennifer Adair,2/27/2021,It's like the board game but better graphics you can play on a play online with other people.
Braelyn Ireland,1/17/2021,"i do recamended it but i dont want to wait can somebody help THE GAME OF LIFE 2 - More choices, more freedom! will be installed on your device soon."
Captain Wolf,7/30/2023,This game is just like the classic only better
Brittany S,8/14/2020,This game is so adorable and fun definitely worth the money keep coming with new stuff great graphics and all Absolutely Love It
Amy Smith,9/19/2023,I loveee this game I played it all the time when I was younger
Taylor Bradford,7/3/2022,So cute!! I use to play LIFE on a game board when I was little and LOVED it but this 3D version is awesome! 🥰
Matthew Nowak (Mattie),3/14/2023,Fun & Great Time Killer I love the fact you can enable video/mix chat while playing it really gives a great experience!
Marck Cortez,1/5/2023,"It's good but I prefer the first The game of life. By the way, what happened? You took it away from the store. I bought some skins there now I can't play it anymore. Why did you take the game of life from the store?"
Familia Herrera Perez,7/12/2021,"This game is amazing almost as amazing the first game of life, this game was worth $2.74 and I hope they make newer, better and crazier games this game is magnificent and maybe fix a problem with the first game of life"
Jennifer Day,1/5/2023,"This is a fun family game. It is great that you can also play with family, kids or friends without even being in the same state!"
Zacric parks,7/11/2021,Just a waste of time & money not fun at all gets very repeating and not random the board game is better!
